epoch,train_loss,test_acc@1,test_acc@5
1,6.306934212881421,72.07773443144055,100.0
2,6.000501231541709,72.20054905360497,100.0
3,5.89178336612762,75.58878774743533,100.0
4,5.841428605336992,77.28651928912006,100.0
5,5.81189082917713,77.28651928912006,100.0
