epoch,train_loss,test_acc@1,test_acc@5
1,4.505390286445618,38.20224719101123,100.0
2,4.413915634155273,38.20224719101123,100.0
3,4.357526659965515,50.56179775280899,100.0
4,4.343897342681885,47.19101123595505,100.0
5,4.230746865272522,46.06741573033708,100.0
