epoch,train_loss,test_acc@1,test_acc@5
1,4.592332601547241,97.75280898876404,100.0
2,4.539626836776733,98.87640449438202,100.0
3,4.380351424217224,96.62921348314607,100.0
4,4.177985668182373,95.50561797752809,100.0
5,4.052294433116913,94.3820224719101,100.0
